Selecao;Orcado;Atualizado;Empenhado;Liquidado
*****Programa: Acesso a saude e qualidade no atendimento - Fortalecimento de assisten;1.001.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Ampliacao e Reforma de Equipamentos de Saude;1.000.000,00;0,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.000.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000.000,00;0,00;0,00;0,00
**********Fonte: Recursos Proprios;1.000.000,00;0,00;0,00;0,00
******Projeto/Atividade: E757 - Reforma E Ampliacao Do Hospital Alexandre Zaio - Vila Nhocune;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Recursos Proprios;1.000,00;1.000,00;0,00;0,00
*****Programa: Acesso a saude e qualidade no atendimento - Integralidade da atencao;337.919.579,00;359.993.244,55;280.699.787,05;212.737.200,64
******Projeto/Atividade: Oper./Manut. Unidades Hospitalares, Pronto Socorros e  Pronto Atendimento;337.758.579,00;359.832.244,55;280.664.415,76;212.717.013,67
*******Elemento Economico: Equipamentos e Material Permanente;3.388.763,00;3.758.163,00;3.697.865,32;2.756.230,04
********Categoria da Despesa: Despesas de Capital;3.388.763,00;3.758.163,00;3.697.865,32;2.756.230,04
*********Modalidade da Despesa: Aplicacoes Diretas;3.388.763,00;3.758.163,00;3.697.865,32;2.756.230,04
**********Fonte: Recursos Proprios;1.000.000,00;1.369.400,00;1.352.675,43;626.443,43
**********Fonte: Recursos Proprios da Adm. Indireta;400.000,00;400.000,00;376.998,10;253.874,00
**********Fonte: Transferencias Federais;1.988.763,00;1.988.763,00;1.968.191,79;1.875.912,61
*******Elemento Economico: Locacao de Mao-de-Obra;17.080.000,00;6.603.245,68;6.603.245,68;6.074.886,60
********Categoria da Despesa: Despesas Correntes;17.080.000,00;6.603.245,68;6.603.245,68;6.074.886,60
*********Modalidade da Despesa: Aplicacoes Diretas;17.080.000,00;6.603.245,68;6.603.245,68;6.074.886,60
**********Fonte: Recursos Proprios;17.080.000,00;6.603.245,68;6.603.245,68;6.074.886,60
*******Elemento Economico: Material de Consumo;86.921.835,00;82.087.945,41;80.906.332,71;44.105.798,47
********Categoria da Despesa: Despesas Correntes;86.921.835,00;82.087.945,41;80.906.332,71;44.105.798,47
*********Modalidade da Despesa: Aplicacoes Diretas;86.921.835,00;82.087.945,41;80.906.332,71;44.105.798,47
**********Fonte: Recursos Proprios;10.161.835,00;5.327.945,41;5.249.031,71;3.479.815,92
**********Fonte: Transferencias Federais;76.760.000,00;76.760.000,00;75.657.301,00;40.625.982,55
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;150.000,00;85.193,00;85.193,00;85.193,00
********Categoria da Despesa: Despesas Correntes;150.000,00;85.193,00;85.193,00;85.193,00
*********Modalidade da Despesa: Aplicacoes Diretas;150.000,00;85.193,00;85.193,00;85.193,00
**********Fonte: Recursos Proprios;150.000,00;85.193,00;85.193,00;85.193,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;990.000,00;941.987,49;810.408,40;810.408,38
********Categoria da Despesa: Despesas Correntes;990.000,00;941.987,49;810.408,40;810.408,38
*********Modalidade da Despesa: Aplicacoes Diretas;990.000,00;941.987,49;810.408,40;810.408,38
**********Fonte: Recursos Proprios;990.000,00;941.987,49;810.408,40;810.408,38
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;229.033.981,00;266.161.709,97;188.555.114,81;158.878.241,34
********Categoria da Despesa: Despesas Correntes;229.033.981,00;266.161.709,97;188.555.114,81;158.878.241,34
*********Modalidade da Despesa: Aplicacoes Diretas;229.033.981,00;266.161.709,97;188.555.114,81;158.878.241,34
**********Fonte: Recursos Proprios;109.300.000,00;146.427.728,97;146.426.372,17;121.997.298,63
**********Fonte: Recursos Proprios da Adm. Indireta;200.000,00;200.000,00;0,00;0,00
**********Fonte: Transferencias Federais;119.533.981,00;119.533.981,00;42.128.742,64;36.880.942,71
*******Elemento Economico: Passagens e Despesas com Locomocao;194.000,00;194.000,00;6.255,84;6.255,84
********Categoria da Despesa: Despesas Correntes;194.000,00;194.000,00;6.255,84;6.255,84
*********Modalidade da Despesa: Aplicacoes Diretas;194.000,00;194.000,00;6.255,84;6.255,84
**********Fonte: Recursos Proprios;5.000,00;5.000,00;3.883,44;3.883,44
**********Fonte: Transferencias Federais;189.000,00;189.000,00;2.372,40;2.372,40
******Projeto/Atividade: Projeto Sentinela;161.000,00;161.000,00;35.371,29;20.186,97
*******Elemento Economico: Diarias - Civil;8.000,00;8.000,00;905,94;905,94
********Categoria da Despesa: Despesas Correntes;8.000,00;8.000,00;905,94;905,94
*********Modalidade da Despesa: Aplicacoes Diretas;8.000,00;8.000,00;905,94;905,94
**********Fonte: Transferencias Federais;8.000,00;8.000,00;905,94;905,94
*******Elemento Economico: Equipamentos e Material Permanente;85.000,00;85.000,00;22.430,32;7.246,00
********Categoria da Despesa: Despesas de Capital;85.000,00;85.000,00;22.430,32;7.246,00
*********Modalidade da Despesa: Aplicacoes Diretas;85.000,00;85.000,00;22.430,32;7.246,00
**********Fonte: Transferencias Federais;85.000,00;85.000,00;22.430,32;7.246,00
*******Elemento Economico: Material de Consumo;20.000,00;20.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;20.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;20.000,00;20.000,00;0,00;0,00
**********Fonte: Transferencias Federais;20.000,00;20.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;40.000,00;40.000,00;9.732,75;9.732,75
********Categoria da Despesa: Despesas Correntes;40.000,00;40.000,00;9.732,75;9.732,75
*********Modalidade da Despesa: Aplicacoes Diretas;40.000,00;40.000,00;9.732,75;9.732,75
**********Fonte: Transferencias Federais;40.000,00;40.000,00;9.732,75;9.732,75
*******Elemento Economico: Passagens e Despesas com Locomocao;8.000,00;8.000,00;2.302,28;2.302,28
********Categoria da Despesa: Despesas Correntes;8.000,00;8.000,00;2.302,28;2.302,28
*********Modalidade da Despesa: Aplicacoes Diretas;8.000,00;8.000,00;2.302,28;2.302,28
**********Fonte: Transferencias Federais;8.000,00;8.000,00;2.302,28;2.302,28
*Orgao: Autoridade Municipal de Limpeza Urbana/Fundo Munic.de Limpeza Urbana;10.000,00;10.000,00;0,00;0,00
**Unidade: Autoridade Municipal de Limpeza Urbana/Fundo Munic.de Limpeza Urbana;10.000,00;10.000,00;0,00;0,00
***Funcao: Urbanismo;10.000,00;10.000,00;0,00;0,00
****Sub-Funcao: Servicos Urbanos;10.000,00;10.000,00;0,00;0,00
*****Programa: Gestao adequada dos residuos solidos;10.000,00;10.000,00;0,00;0,00
******Projeto/Atividade: Implementacao da Autoridade Municipal de Limpeza Urbana/FMLU;10.000,00;10.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*Orgao: Camara Municipal;399.626.197,00;324.644.165,89;287.668.000,00;287.637.270,00
**Unidade: Camara Municipal;390.504.197,00;309.022.165,89;277.798.000,00;277.767.270,00
***Funcao: Legislativa;390.504.197,00;309.022.165,89;277.798.000,00;277.767.270,00
****Sub-Funcao: Acao Legislativa;336.392.496,00;278.174.288,61;247.428.000,00;247.399.600,00
*****Programa: Processo Legislativo;306.391.496,00;277.730.467,91;247.428.000,00;247.399.600,00
******Projeto/Atividade: Administracao da Camara Municipal de Sao Paulo;306.391.496,00;277.730.467,91;247.428.000,00;247.399.600,00
*******Elemento Economico: Auxilio-Transporte;600.000,00;600.000,00;600.000,00;600.000,00
********Categoria da Despesa: Despesas Correntes;600.000,00;600.000,00;600.000,00;600.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;600.000,00;600.000,00;600.000,00;600.000,00
**********Fonte: Tesouro Municipal;600.000,00;600.000,00;600.000,00;600.000,00
*******Elemento Economico: Despesas de Exercicios Anteriores;100.000,00;100.000,00;100.000,00;100.000,00
********Categoria da Despesa: Despesas Correntes;100.000,00;100.000,00;100.000,00;100.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;100.000,00;100.000,00;100.000,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;100.000,00;100.000,00
*******Elemento Economico: Despesas de Exercicios Anteriores;17.487.622,00;16.837.622,00;1.070.000,00;1.070.000,00
********Categoria da Despesa: Despesas Correntes;17.487.622,00;16.837.622,00;1.070.000,00;1.070.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;17.487.622,00;16.837.622,00;1.070.000,00;1.070.000,00
**********Fonte: Tesouro Municipal;17.487.622,00;16.837.622,00;1.070.000,00;1.070.000,00
*******Elemento Economico: Diarias - Civil;50.000,00;50.000,00;40.000,00;40.000,00
********Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;40.000,00;40.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;50.000,00;40.000,00;40.000,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;40.000,00;40.000,00
*******Elemento Economico: Equipamentos e Material Permanente;1.750.000,00;302.298,69;300.000,00;300.000,00
********Categoria da Despesa: Despesas de Capital;1.750.000,00;302.298,69;300.000,00;300.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.750.000,00;302.298,69;300.000,00;300.000,00
**********Fonte: Tesouro Municipal;1.750.000,00;302.298,69;300.000,00;300.000,00
*******Elemento Economico: Indenizacoes e Restituicoes;11.200.000,00;4.500.000,00;4.500.000,00;4.500.000,00
********Categoria da Despesa: Despesas Correntes;11.200.000,00;4.500.000,00;4.500.000,00;4.500.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;11.200.000,00;4.500.000,00;4.500.000,00;4.500.000,00
**********Fonte: Tesouro Municipal;11.200.000,00;4.500.000,00;4.500.000,00;4.500.000,00
*******Elemento Economico: Indenizacoes Trabalhistas;2.000.000,00;2.000.000,00;1.000.000,00;1.000.000,00
********Categoria da Despesa: Despesas Correntes;2.000.000,00;2.000.000,00;1.000.000,00;1.000.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;2.000.000,00;2.000.000,00;1.000.000,00;1.000.000,00
**********Fonte: Tesouro Municipal;2.000.000,00;2.000.000,00;1.000.000,00;1.000.000,00
*******Elemento Economico: Locacao de Mao-de-Obra;6.000.000,00;4.300.000,00;4.300.000,00;4.300.000,00
********Categoria da Despesa: Despesas Correntes;6.000.000,00;4.300.000,00;4.300.000,00;4.300.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;6.000.000,00;4.300.000,00;4.300.000,00;4.300.000,00
**********Fonte: Tesouro Municipal;6.000.000,00;4.300.000,00;4.300.000,00;4.300.000,00
*******Elemento Economico: Material de Consumo;2.250.000,00;2.250.000,00;2.250.000,00;2.221.600,00
********Categoria da Despesa: Despesas Correntes;2.250.000,00;2.250.000,00;2.250.000,00;2.221.600,00
*********Modalidade da Despesa: Aplicacoes Diretas;2.250.000,00;2.250.000,00;2.250.000,00;2.221.600,00
**********Fonte: Tesouro Municipal;2.250.000,00;2.250.000,00;2.250.000,00;2.221.600,00
*******Elemento Economico: Material de Distribuicao Gratuita;20.000,00;20.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;20.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;20.000,00;20.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;20.000,00;0,00;0,00
*******Elemento Economico: Obrigacoes Patronais;25.019.440,00;25.019.440,00;23.200.000,00;23.200.000,00
********Categoria da Despesa: Despesas Correntes;25.019.440,00;25.019.440,00;23.200.000,00;23.200.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;25.019.440,00;25.019.440,00;23.200.000,00;23.200.000,00
**********Fonte: Tesouro Municipal;25.019.440,00;25.019.440,00;23.200.000,00;23.200.000,00
*******Elemento Economico: Obrigacoes Patronais - RPPS;16.544.721,00;16.544.721,00;14.200.000,00;14.200.000,00
********Categoria da Despesa: Despesas Correntes;16.544.721,00;16.544.721,00;14.200.000,00;14.200.000,00
*********Modalidade da Despesa: Apl.Dir.Dec.Op. entre Orgaos,Fundos e Ent.Int.Orc.Fiscal e Seg.Social;16.544.721,00;16.544.721,00;14.200.000,00;14.200.000,00
**********Fonte: Tesouro Municipal;16.544.721,00;16.544.721,00;14.200.000,00;14.200.000,00
*******Elemento Economico: Outros Beneficios Assistenciais;400.000,00;400.000,00;400.000,00;400.000,00
********Categoria da Despesa: Despesas Correntes;400.000,00;400.000,00;400.000,00;400.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;400.000,00;400.000,00;400.000,00;400.000,00
**********Fonte: Tesouro Municipal;400.000,00;400.000,00;400.000,00;400.000,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;50.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;50.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;0,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;27.875.804,00;11.475.804,00;11.400.000,00;11.400.000,00
********Categoria da Despesa: Despesas Correntes;27.875.804,00;11.475.804,00;11.400.000,00;11.400.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;27.875.804,00;11.475.804,00;11.400.000,00;11.400.000,00
**********Fonte: Tesouro Municipal;27.875.804,00;11.475.804,00;11.400.000,00;11.400.000,00
*******Elemento Economico: Passagens e Despesas com Locomocao;50.000,00;50.000,00;15.000,00;15.000,00
********Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;15.000,00;15.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;50.000,00;15.000,00;15.000,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;15.000,00;15.000,00
*******Elemento Economico: Premiacoes Culturais, Artisticas, Cientificas, Desport. e Outras;111.852,00;111.852,00;100.000,00;100.000,00
********Categoria da Despesa: Despesas Correntes;111.852,00;111.852,00;100.000,00;100.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;111.852,00;111.852,00;100.000,00;100.000,00
**********Fonte: Tesouro Municipal;111.852,00;111.852,00;100.000,00;100.000,00
*******Elemento Economico: Salario Familia;5.000,00;5.000,00;2.000,00;2.000,00
********Categoria da Despesa: Despesas Correntes;5.000,00;5.000,00;2.000,00;2.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.000,00;5.000,00;2.000,00;2.000,00
**********Fonte: Tesouro Municipal;5.000,00;5.000,00;2.000,00;2.000,00
*******Elemento Economico: Servicos de Consultoria;2.000.000,00;286.673,22;0,00;0,00
********Categoria da Despesa: Despesas Correntes;2.000.000,00;286.673,22;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;2.000.000,00;286.673,22;0,00;0,00
**********Fonte: Tesouro Municipal;2.000.000,00;286.673,22;0,00;0,00
*******Elemento Economico: Vencimentos e Vantagens Fixas - Pessoal Civil;192.877.057,00;192.877.057,00;183.951.000,00;183.951.000,00
********Categoria da Despesa: Despesas Correntes;192.877.057,00;192.877.057,00;183.951.000,00;183.951.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;192.877.057,00;192.877.057,00;183.951.000,00;183.951.000,00
**********Fonte: Tesouro Municipal;192.877.057,00;192.877.057,00;183.951.000,00;183.951.000,00
*****Programa: Suporte administrativo;30.001.000,00;443.820,70;0,00;0,00
******Projeto/Atividade: Aluguel de Imoveis e Despesas Correlatas;1.000,00;1.000,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Construcao de Edificacoes da Camara Municipal de Sao Paulo;20.000.000,00;0,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;10.000.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;10.000.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000.000,00;0,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;10.000.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;10.000.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000.000,00;0,00;0,00;0,00
******Projeto/Atividade: Reforma e Ampliacao de Edificacoes da Camara Municipal de Sao Paulo;10.000.000,00;442.820,70;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;2.000.000,00;442.820,70;0,00;0,00
********Categoria da Despesa: Despesas de Capital;2.000.000,00;442.820,70;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;2.000.000,00;442.820,70;0,00;0,00
**********Fonte: Tesouro Municipal;2.000.000,00;442.820,70;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;8.000.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;8.000.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;8.000.000,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;8.000.000,00;0,00;0,00;0,00
****Sub-Funcao: Administracao Geral;36.875.675,00;21.711.851,28;21.370.000,00;21.370.000,00
*****Programa: Divulgacao Oficial;36.875.675,00;21.711.851,28;21.370.000,00;21.370.000,00
******Projeto/Atividade: Camara Municipal - Comunicacao;36.875.675,00;21.711.851,28;21.370.000,00;21.370.000,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;36.875.675,00;21.711.851,28;21.370.000,00;21.370.000,00
********Categoria da Despesa: Despesas Correntes;36.875.675,00;21.711.851,28;21.370.000,00;21.370.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;36.875.675,00;21.711.851,28;21.370.000,00;21.370.000,00
**********Fonte: Tesouro Municipal;36.875.675,00;21.711.851,28;21.370.000,00;21.370.000,00
****Sub-Funcao: Tecnologia da Informacao;17.236.026,00;9.136.026,00;9.000.000,00;8.997.670,00
*****Programa: Sistema de informacao e processamento de dados;17.236.026,00;9.136.026,00;9.000.000,00;8.997.670,00
******Projeto/Atividade: Aquisicao de Materiais, Equipamentos e Servicos de Informatica e Comunicacao;17.236.026,00;9.136.026,00;9.000.000,00;8.997.670,00
*******Elemento Economico: Equipamentos e Material Permanente;437.000,00;4.037.000,00;4.000.000,00;3.998.670,00
********Categoria da Despesa: Despesas de Capital;437.000,00;4.037.000,00;4.000.000,00;3.998.670,00
*********Modalidade da Despesa: Aplicacoes Diretas;437.000,00;4.037.000,00;4.000.000,00;3.998.670,00
**********Fonte: Tesouro Municipal;437.000,00;4.037.000,00;4.000.000,00;3.998.670,00
*******Elemento Economico: Material de Consumo;4.375.000,00;2.075.000,00;2.000.000,00;1.999.000,00
********Categoria da Despesa: Despesas Correntes;4.375.000,00;2.075.000,00;2.000.000,00;1.999.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;4.375.000,00;2.075.000,00;2.000.000,00;1.999.000,00
**********Fonte: Tesouro Municipal;4.375.000,00;2.075.000,00;2.000.000,00;1.999.000,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;12.424.026,00;3.024.026,00;3.000.000,00;3.000.000,00
********Categoria da Despesa: Despesas Correntes;12.424.026,00;3.024.026,00;3.000.000,00;3.000.000,00
*********Modalidade da Despesa: Aplicacoes Diretas;12.424.026,00;3.024.026,00;3.000.000,00;3.000.000,00
**********Fonte: Tesouro Municipal;12.424.026,00;3.024.026,00;3.000.000,00;3.000.000,00
