Selecao;Orcado;Atualizado;Empenhado;Liquidado
********Categoria da Despesa: Despesas Correntes;3.960.978,00;3.960.978,00;3.000.000,00;1.377.441,67
*********Modalidade da Despesa: Aplicacoes Diretas;3.960.978,00;3.960.978,00;3.000.000,00;1.377.441,67
**********Fonte: Tesouro Municipal;3.960.978,00;3.960.978,00;3.000.000,00;1.377.441,67
*******Elemento Economico: Material de Consumo;784.567,00;784.567,00;117.087,35;58.222,45
********Categoria da Despesa: Despesas Correntes;784.567,00;784.567,00;117.087,35;58.222,45
*********Modalidade da Despesa: Aplicacoes Diretas;784.567,00;784.567,00;117.087,35;58.222,45
**********Fonte: Tesouro Municipal;784.567,00;784.567,00;117.087,35;58.222,45
*******Elemento Economico: Obrigacoes Patronais;88.379.320,00;88.379.320,00;47.950.000,00;41.873.347,10
********Categoria da Despesa: Despesas Correntes;88.379.320,00;88.379.320,00;47.950.000,00;41.873.347,10
*********Modalidade da Despesa: Aplicacoes Diretas;88.379.320,00;88.379.320,00;47.950.000,00;41.873.347,10
**********Fonte: Tesouro Municipal;88.379.320,00;88.379.320,00;47.950.000,00;41.873.347,10
*******Elemento Economico: Obrigacoes Patronais - RPPS;6.807.931,00;6.807.931,00;5.220.000,00;4.516.765,38
********Categoria da Despesa: Despesas Correntes;6.807.931,00;6.807.931,00;5.220.000,00;4.516.765,38
*********Modalidade da Despesa: Apl.Dir.Dec.Op. entre Orgaos.Fundos e Ent.Int.Orc.Fiscal e Seg.Social;6.807.931,00;6.807.931,00;5.220.000,00;4.516.765,38
**********Fonte: Tesouro Municipal;6.807.931,00;6.807.931,00;5.220.000,00;4.516.765,38
*******Elemento Economico: Obrigacoes Tributarias e Contributivas;93.032,00;143.032,00;111.897,88;88.924,82
********Categoria da Despesa: Despesas Correntes;93.032,00;143.032,00;111.897,88;88.924,82
*********Modalidade da Despesa: Aplicacoes Diretas;93.032,00;143.032,00;111.897,88;88.924,82
**********Fonte: Tesouro Municipal;93.032,00;143.032,00;111.897,88;88.924,82
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;26.958.159,00;34.958.159,00;14.722.294,03;12.800.393,76
********Categoria da Despesa: Despesas Correntes;26.958.159,00;34.958.159,00;14.722.294,03;12.800.393,76
*********Modalidade da Despesa: Aplicacoes Diretas;26.958.159,00;34.958.159,00;14.722.294,03;12.800.393,76
**********Fonte: Recursos Proprios da Administracao Indireta;200.000,00;200.000,00;3.284,00;3.284,00
**********Fonte: Tesouro Municipal;26.758.159,00;34.758.159,00;14.719.010,03;12.797.109,76
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;5.203.572,00;10.503.572,00;6.235.048,19;5.508.004,26
********Categoria da Despesa: Despesas Correntes;5.203.572,00;10.503.572,00;6.235.048,19;5.508.004,26
*********Modalidade da Despesa: Aplicacoes Diretas;5.203.572,00;10.503.572,00;6.235.048,19;5.508.004,26
**********Fonte: Tesouro Municipal;5.203.572,00;10.503.572,00;6.235.048,19;5.508.004,26
*******Elemento Economico: Passagens e Despesas com Locomocao;123.422,00;123.422,00;10.434,01;10.434,01
********Categoria da Despesa: Despesas Correntes;123.422,00;123.422,00;10.434,01;10.434,01
*********Modalidade da Despesa: Aplicacoes Diretas;123.422,00;123.422,00;10.434,01;10.434,01
**********Fonte: Tesouro Municipal;123.422,00;123.422,00;10.434,01;10.434,01
*******Elemento Economico: Sentencas Judiciais;825.204,00;825.204,00;657.339,04;319.239,12
********Categoria da Despesa: Despesas Correntes;825.204,00;825.204,00;657.339,04;319.239,12
*********Modalidade da Despesa: Aplicacoes Diretas;825.204,00;825.204,00;657.339,04;319.239,12
**********Fonte: Tesouro Municipal;825.204,00;825.204,00;657.339,04;319.239,12
*******Elemento Economico: Vencimentos e Vantagens Fixas - Pessoal Civil;317.310.837,00;317.310.837,00;194.875.000,00;170.516.995,30
********Categoria da Despesa: Despesas Correntes;317.310.837,00;317.310.837,00;194.875.000,00;170.516.995,30
*********Modalidade da Despesa: Aplicacoes Diretas;317.310.837,00;317.310.837,00;194.875.000,00;170.516.995,30
**********Fonte: Tesouro Municipal;317.310.837,00;317.310.837,00;194.875.000,00;170.516.995,30
****Sub-Funcao: Assistencia Hospitalar e Ambulatorial;418.498.782,00;387.004.997,96;286.389.647,65;231.944.505,43
*****Programa: Acesso a saude e qualidade no atendimento - Fortalecimento de assistencia a saude;14.101.000,00;14.101.000,00;5.998.689,24;130.431,35
******Projeto/Atividade: Ampliacao e Reforma de Equipamentos de Saude;14.101.000,00;14.101.000,00;5.998.689,24;130.431,35
*******Elemento Economico: Obras e Instalacoes;7.050.500,00;7.050.500,00;2.999.344,62;65.215,67
********Categoria da Despesa: Despesas de Capital;7.050.500,00;7.050.500,00;2.999.344,62;65.215,67
*********Modalidade da Despesa: Aplicacoes Diretas;7.050.500,00;7.050.500,00;2.999.344,62;65.215,67
**********Fonte: Tesouro Municipal;7.050.500,00;7.050.500,00;2.999.344,62;65.215,67
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;7.050.500,00;7.050.500,00;2.999.344,62;65.215,68
********Categoria da Despesa: Despesas de Capital;7.050.500,00;7.050.500,00;2.999.344,62;65.215,68
*********Modalidade da Despesa: Aplicacoes Diretas;7.050.500,00;7.050.500,00;2.999.344,62;65.215,68
**********Fonte: Tesouro Municipal;7.050.500,00;7.050.500,00;2.999.344,62;65.215,68
*****Programa: Acesso a saude e qualidade no atendimento - Integralidade da atencao;404.397.782,00;372.903.997,96;280.390.958,41;231.814.074,08
******Projeto/Atividade: Oper./Manut. Unidades Hospitalares. Pronto Socorros e Pronto Atendimento;404.236.782,00;372.742.997,96;280.352.179,21;231.775.294,88
*******Elemento Economico: Despesas de Exercicios Anteriores;0,00;18.323.475,74;8.205.412,19;5.840.169,42
********Categoria da Despesa: Despesas Correntes;0,00;18.323.475,74;8.205.412,19;5.840.169,42
*********Modalidade da Despesa: Aplicacoes Diretas;0,00;18.323.475,74;8.205.412,19;5.840.169,42
**********Fonte: Recursos Proprios da Administracao Indireta;0,00;185.970,00;0,00;0,00
**********Fonte: Tesouro Municipal;0,00;9.007.268,55;5.817.619,70;5.811.081,70
**********Fonte: Transferencias Federais;0,00;9.130.237,19;2.387.792,49;29.087,72
*******Elemento Economico: Equipamentos e Material Permanente;5.273.353,00;5.673.353,00;5.254.665,20;3.755.249,08
********Categoria da Despesa: Despesas de Capital;5.273.353,00;5.673.353,00;5.254.665,20;3.755.249,08
*********Modalidade da Despesa: Aplicacoes Diretas;5.273.353,00;5.673.353,00;5.254.665,20;3.755.249,08
**********Fonte: Recursos Proprios da Administracao Indireta;200.000,00;200.000,00;195.575,20;195.575,20
**********Fonte: Tesouro Municipal;5.073.353,00;5.473.353,00;5.059.090,00;3.559.673,88
*******Elemento Economico: Locacao de Mao-de-Obra;5.654.296,00;4.296,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;5.654.296,00;4.296,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.654.296,00;4.296,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.654.296,00;4.296,00;0,00;0,00
*******Elemento Economico: Material de Consumo;142.534.052,00;94.746.546,26;68.545.923,58;41.584.514,01
********Categoria da Despesa: Despesas Correntes;142.534.052,00;94.746.546,26;68.545.923,58;41.584.514,01
*********Modalidade da Despesa: Aplicacoes Diretas;142.534.052,00;94.746.546,26;68.545.923,58;41.584.514,01
**********Fonte: Tesouro Municipal;50.991.310,00;30.934.041,45;18.872.257,33;8.449.272,61
**********Fonte: Transferencias Federais;91.542.742,00;63.812.504,81;49.673.666,25;33.135.241,40
*******Elemento Economico: Outros Auxilios Financeiros a Pessoas Fisicas;87.472,00;107.472,00;62.555,00;62.555,00
********Categoria da Despesa: Despesas Correntes;87.472,00;107.472,00;62.555,00;62.555,00
*********Modalidade da Despesa: Aplicacoes Diretas;87.472,00;107.472,00;62.555,00;62.555,00
**********Fonte: Tesouro Municipal;87.472,00;107.472,00;62.555,00;62.555,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;178.883.236,00;192.697.266,00;140.671.656,08;124.223.851,64
********Categoria da Despesa: Despesas Correntes;178.883.236,00;192.697.266,00;140.671.656,08;124.223.851,64
*********Modalidade da Despesa: Aplicacoes Diretas;178.883.236,00;192.697.266,00;140.671.656,08;124.223.851,64
**********Fonte: Recursos Proprios da Administracao Indireta;851.980,00;666.010,00;359.881,99;254.769,76
**********Fonte: Tesouro Municipal;155.858.998,00;151.258.998,00;106.102.881,70;93.772.169,79
**********Fonte: Transferencias Federais;22.172.258,00;40.772.258,00;34.208.892,39;30.196.912,09
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;948.984,00;878.984,00;261.764,92;261.764,92
********Categoria da Despesa: Despesas Correntes;948.984,00;878.984,00;261.764,92;261.764,92
*********Modalidade da Despesa: Aplicacoes Diretas;948.984,00;878.984,00;261.764,92;261.764,92
**********Fonte: Tesouro Municipal;948.984,00;878.984,00;261.764,92;261.764,92
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;70.854.389,00;60.310.604,96;57.350.202,24;56.047.190,81
********Categoria da Despesa: Despesas Correntes;70.854.389,00;60.310.604,96;57.350.202,24;56.047.190,81
*********Modalidade da Despesa: Transferencias a Instituicoes Privadas sem fins Lucrativos;70.854.389,00;60.310.604,96;57.350.202,24;56.047.190,81
**********Fonte: Tesouro Municipal;70.854.389,00;60.310.604,96;57.350.202,24;56.047.190,81
*******Elemento Economico: Passagens e Despesas com Locomocao;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Projeto Sentinela;161.000,00;161.000,00;38.779,20;38.779,20
*******Elemento Economico: Diarias - Civil;18.000,00;18.000,00;9.802,84;9.802,84
********Categoria da Despesa: Despesas Correntes;18.000,00;18.000,00;9.802,84;9.802,84
*********Modalidade da Despesa: Aplicacoes Diretas;18.000,00;18.000,00;9.802,84;9.802,84
**********Fonte: Transferencias Federais;18.000,00;18.000,00;9.802,84;9.802,84
*******Elemento Economico: Equipamentos e Material Permanente;105.000,00;105.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;105.000,00;105.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;105.000,00;105.000,00;0,00;0,00
**********Fonte: Transferencias Federais;105.000,00;105.000,00;0,00;0,00
*******Elemento Economico: Material de Consumo;5.000,00;5.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;5.000,00;5.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.000,00;5.000,00;0,00;0,00
**********Fonte: Transferencias Federais;5.000,00;5.000,00;0,00;0,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;20.000,00;20.000,00;16.720,62;16.720,62
********Categoria da Despesa: Despesas Correntes;20.000,00;20.000,00;16.720,62;16.720,62
*********Modalidade da Despesa: Aplicacoes Diretas;20.000,00;20.000,00;16.720,62;16.720,62
**********Fonte: Transferencias Federais;20.000,00;20.000,00;16.720,62;16.720,62
*******Elemento Economico: Passagens e Despesas com Locomocao;13.000,00;13.000,00;12.255,74;12.255,74
********Categoria da Despesa: Despesas Correntes;13.000,00;13.000,00;12.255,74;12.255,74
*********Modalidade da Despesa: Aplicacoes Diretas;13.000,00;13.000,00;12.255,74;12.255,74
**********Fonte: Transferencias Federais;13.000,00;13.000,00;12.255,74;12.255,74
****Sub-Funcao: Tecnologia da Informacao;7.426.834,00;7.426.834,00;1.485.133,58;1.401.503,13
*****Programa: Sistema de informacao e processamento de dados;7.426.834,00;7.426.834,00;1.485.133,58;1.401.503,13
******Projeto/Atividade: Implantacao e Operacao de Sistemas de Informacao e Comunicacao;7.426.834,00;7.426.834,00;1.485.133,58;1.401.503,13
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;7.426.834,00;7.426.834,00;1.485.133,58;1.401.503,13
********Categoria da Despesa: Despesas Correntes;7.426.834,00;7.426.834,00;1.485.133,58;1.401.503,13
*********Modalidade da Despesa: Aplicacoes Diretas;7.426.834,00;7.426.834,00;1.485.133,58;1.401.503,13
**********Fonte: Tesouro Municipal;7.426.834,00;7.426.834,00;1.485.133,58;1.401.503,13
*Orgao: Autoridade Municipal de Limpeza Urbana/Fundo Munic.de Limpeza Urbana;8.000,00;8.000,00;0,00;0,00
**Unidade: Autoridade Municipal de Limpeza Urbana/Fundo Munic.de Limpeza Urbana;8.000,00;8.000,00;0,00;0,00
***Funcao: Urbanismo;8.000,00;8.000,00;0,00;0,00
****Sub-Funcao: Servicos Urbanos;8.000,00;8.000,00;0,00;0,00
*****Programa: Gestao adequada dos residuos solidos;8.000,00;8.000,00;0,00;0,00
******Projeto/Atividade: Implementacao da Autoridade Municipal de Limpeza Urbana/FMLU;8.000,00;8.000,00;0,00;0,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;8.000,00;8.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;8.000,00;8.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;8.000,00;8.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;8.000,00;8.000,00;0,00;0,00
*Orgao: Camara Municipal de Sao Paulo;472.053.643,00;472.053.643,00;0,00;0,00
**Unidade: Camara Municipal;467.503.643,00;467.503.643,00;0,00;0,00
***Funcao: Legislativa;467.503.643,00;467.503.643,00;0,00;0,00
****Sub-Funcao: Acao Legislativa;437.274.363,00;437.274.363,00;0,00;0,00
*****Programa: Processo Legislativo;403.961.012,00;403.961.012,00;0,00;0,00
******Projeto/Atividade: Administracao da Camara Municipal de Sao Paulo;403.961.012,00;403.961.012,00;0,00;0,00
*******Elemento Economico: Auxilio-Transporte;650.000,00;650.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;650.000,00;650.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;650.000,00;650.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;650.000,00;650.000,00;0,00;0,00
*******Elemento Economico: Despesas de Exercicios Anteriores;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;100.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;0,00;0,00
*******Elemento Economico: Despesas de Exercicios Anteriores;1.500.000,00;1.500.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.500.000,00;1.500.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;1.500.000,00;1.500.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.500.000,00;1.500.000,00;0,00;0,00
*******Elemento Economico: Diarias - Civil;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;50.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;0,00;0,00
*******Elemento Economico: Equipamentos e Material Permanente;2.101.814,00;2.101.814,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;2.101.814,00;2.101.814,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;2.101.814,00;2.101.814,00;0,00;0,00
**********Fonte: Tesouro Municipal;2.101.814,00;2.101.814,00;0,00;0,00
*******Elemento Economico: Indenizacoes e Restituicoes;8.000.000,00;8.000.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;8.000.000,00;8.000.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;8.000.000,00;8.000.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;8.000.000,00;8.000.000,00;0,00;0,00
*******Elemento Economico: Indenizacoes Trabalhistas;4.000.000,00;4.000.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;4.000.000,00;4.000.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;4.000.000,00;4.000.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;4.000.000,00;4.000.000,00;0,00;0,00
*******Elemento Economico: Locacao de Mao-de-Obra;7.797.396,00;9.397.396,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;7.797.396,00;9.397.396,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;7.797.396,00;9.397.396,00;0,00;0,00
**********Fonte: Tesouro Municipal;7.797.396,00;9.397.396,00;0,00;0,00
*******Elemento Economico: Material de Consumo;3.684.853,00;3.684.853,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;3.684.853,00;3.684.853,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;3.684.853,00;3.684.853,00;0,00;0,00
**********Fonte: Tesouro Municipal;3.684.853,00;3.684.853,00;0,00;0,00
*******Elemento Economico: Material de Distribuicao Gratuita;25.000,00;25.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;25.000,00;25.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;25.000,00;25.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;25.000,00;25.000,00;0,00;0,00
*******Elemento Economico: Obrigacoes Patronais;34.376.830,00;34.376.830,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;34.376.830,00;34.376.830,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;34.376.830,00;34.376.830,00;0,00;0,00
**********Fonte: Tesouro Municipal;34.376.830,00;34.376.830,00;0,00;0,00
*******Elemento Economico: Obrigacoes Patronais - RPPS;25.044.205,00;25.044.205,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;25.044.205,00;25.044.205,00;0,00;0,00
*********Modalidade da Despesa: Apl.Dir.Dec.Op. entre Orgaos.Fundos e Ent.Int.Orc.Fiscal e Seg.Social;25.044.205,00;25.044.205,00;0,00;0,00
**********Fonte: Tesouro Municipal;25.044.205,00;25.044.205,00;0,00;0,00
*******Elemento Economico: Outros Beneficios Assistenciais;400.000,00;400.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;400.000,00;400.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;400.000,00;400.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;400.000,00;400.000,00;0,00;0,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;43.436.942,00;41.786.942,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;43.436.942,00;41.786.942,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;43.436.942,00;41.786.942,00;0,00;0,00
**********Fonte: Tesouro Municipal;43.436.942,00;41.786.942,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Fisica;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;50.000,00;50.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;0,00;0,00
*******Elemento Economico: Passagens e Despesas com Locomocao;70.000,00;70.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;70.000,00;70.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;70.000,00;70.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;70.000,00;70.000,00;0,00;0,00
*******Elemento Economico: Premiacoes Culturais. Artisticas. Cientificas. Desport. e Outras;87.728,00;137.728,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;87.728,00;137.728,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;87.728,00;137.728,00;0,00;0,00
**********Fonte: Tesouro Municipal;87.728,00;137.728,00;0,00;0,00
*******Elemento Economico: Salario Familia;5.120,00;5.120,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;5.120,00;5.120,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;5.120,00;5.120,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.120,00;5.120,00;0,00;0,00
*******Elemento Economico: Servicos de Consultoria;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*******Elemento Economico: Vencimentos e Vantagens Fixas - Pessoal Civil;272.571.124,00;272.571.124,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;272.571.124,00;272.571.124,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;272.571.124,00;272.571.124,00;0,00;0,00
**********Fonte: Tesouro Municipal;272.571.124,00;272.571.124,00;0,00;0,00
*****Programa: Suporte administrativo;33.313.351,00;33.313.351,00;0,00;0,00
******Projeto/Atividade: Construcao de Edificacoes da Camara Municipal de Sao Paulo;22.001.816,00;22.001.816,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;10.050.005,00;10.050.005,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;10.050.005,00;10.050.005,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;10.050.005,00;10.050.005,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.050.005,00;10.050.005,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;11.951.811,00;11.951.811,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;11.951.811,00;11.951.811,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;11.951.811,00;11.951.811,00;0,00;0,00
**********Fonte: Tesouro Municipal;11.951.811,00;11.951.811,00;0,00;0,00
******Projeto/Atividade: Reforma e Ampliacao de Edificacoes da Camara Municipal de Sao Paulo;11.311.535,00;11.311.535,00;0,00;0,00
*******Elemento Economico: Obras e Instalacoes;2.134.252,00;2.134.252,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;2.134.252,00;2.134.252,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;2.134.252,00;2.134.252,00;0,00;0,00
**********Fonte: Tesouro Municipal;2.134.252,00;2.134.252,00;0,00;0,00
*******Elemento Economico: Outros Servicos de Terceiros - Pessoa Juridica;9.177.283,00;9.177.283,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;9.177.283,00;9.177.283,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;9.177.283,00;9.177.283,00;0,00;0,00
**********Fonte: Tesouro Municipal;9.177.283,00;9.177.283,00;0,00;0,00
****Sub-Funcao: Administracao Geral;29.569.280,00;29.569.280,00;0,00;0,00
*****Programa: Divulgacao Oficial;29.569.280,00;29.569.280,00;0,00;0,00
******Projeto/Atividade: Camara Municipal - Comunicacao;29.569.280,00;29.569.280,00;0,00;0,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;29.569.280,00;29.569.280,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;29.569.280,00;29.569.280,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;29.569.280,00;29.569.280,00;0,00;0,00
**********Fonte: Tesouro Municipal;29.569.280,00;29.569.280,00;0,00;0,00
****Sub-Funcao: Tecnologia da Informacao;660.000,00;660.000,00;0,00;0,00
*****Programa: Sistema de informacao e processamento de dados;660.000,00;660.000,00;0,00;0,00
******Projeto/Atividade: Implantacao e Operacao de Sistemas de Informacao e Comunicacao;660.000,00;660.000,00;0,00;0,00
*******Elemento Economico: Outros ServiA§os de Terceiros - Pessoa JurA­dica;660.000,00;660.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;660.000,00;660.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;660.000,00;660.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;660.000,00;660.000,00;0,00;0,00
**Unidade: Fundo Especial de Despesas da Camara Municipal de Sao Paulo;4.550.000,00;4.550.000,00;0,00;0,00
***Funcao: Legislativa;4.550.000,00;4.550.000,00;0,00;0,00
****Sub-Funcao: Acao Legislativa;4.550.000,00;4.550.000,00;0,00;0,00
*****Programa: Processo Legislativo;4.550.000,00;4.550.000,00;0,00;0,00
******Projeto/Atividade: Fundo Especial de Despesas da Camara Municipal de Sao Paulo - FECAM;4.550.000,00;4.550.000,00;0,00;0,00
*******Elemento Economico: Equipamentos e Material Permanente;2.000.000,00;2.000.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;2.000.000,00;2.000.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;2.000.000,00;2.000.000,00;0,00;0,00
**********Fonte: Tesouro Municipal - Recursos Vinculados;2.000.000,00;2.000.000,00;0,00;0,00
*******Elemento Economico: Material de Consumo;100.000,00;100.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;100.000,00;100.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicacoes Diretas;100.000,00;100.000,00;0,00;0,00
