Seleção;Orçado;Atualizado;Empenhado;Liquidado
*********Modalidade da Despesa: Apl.Dir.Dec.Op. entre Órgãos,Fundos e Ent.Int.Orç.Fiscal e Seg.Social;8.000.000,00;8.000.000,00;7.450.000,00;6.113.565,63
**********Fonte: Tesouro Municipal;8.000.000,00;8.000.000,00;7.450.000,00;6.113.565,63
*******Elemento Econômico: Obrigações Tributárias e Contributivas;100.000,00;160.000,00;110.425,18;99.468,70
********Categoria da Despesa: Despesas Correntes;100.000,00;160.000,00;110.425,18;99.468,70
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;160.000,00;110.425,18;99.468,70
**********Fonte: Tesouro Municipal;100.000,00;160.000,00;110.425,18;99.468,70
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;6.320.000,00;10.120.000,00;10.039.906,79;8.670.728,72
********Categoria da Despesa: Despesas Correntes;6.320.000,00;10.120.000,00;10.039.906,79;8.670.728,72
*********Modalidade da Despesa: Aplicações Diretas;6.320.000,00;10.120.000,00;10.039.906,79;8.670.728,72
**********Fonte: Tesouro Municipal;6.320.000,00;10.120.000,00;10.039.906,79;8.670.728,72
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;31.433.603,00;30.330.000,00;28.733.034,19;26.822.703,02
********Categoria da Despesa: Despesas Correntes;31.433.603,00;30.330.000,00;28.733.034,19;26.822.703,02
*********Modalidade da Despesa: Aplicações Diretas;31.433.603,00;30.330.000,00;28.733.034,19;26.822.703,02
**********Fonte: Recursos Próprios da Administração Indireta;200.000,00;200.000,00;199.295,99;199.295,99
**********Fonte: Tesouro Municipal;30.130.000,00;30.130.000,00;28.533.738,20;26.623.407,03
**********Fonte: Transferências Federais;1.103.603,00;0,00;0,00;0,00
*******Elemento Econômico: Passagens e Despesas com Locomoção;63.000,00;140.000,00;23.913,37;23.913,37
********Categoria da Despesa: Despesas Correntes;63.000,00;140.000,00;23.913,37;23.913,37
*********Modalidade da Despesa: Aplicações Diretas;63.000,00;140.000,00;23.913,37;23.913,37
**********Fonte: Tesouro Municipal;63.000,00;140.000,00;23.913,37;23.913,37
*******Elemento Econômico: Sentenças Judiciais;1.000.000,00;1.000.000,00;900.000,00;523.782,76
********Categoria da Despesa: Despesas Correntes;1.000.000,00;1.000.000,00;900.000,00;523.782,76
*********Modalidade da Despesa: Aplicações Diretas;1.000.000,00;1.000.000,00;900.000,00;523.782,76
**********Fonte: Tesouro Municipal;1.000.000,00;1.000.000,00;900.000,00;523.782,76
*******Elemento Econômico: Vencimentos e Vantagens Fixas - Pessoal Civil;301.767.025,00;291.767.025,00;272.766.632,00;229.584.330,16
********Categoria da Despesa: Despesas Correntes;301.767.025,00;291.767.025,00;272.766.632,00;229.584.330,16
*********Modalidade da Despesa: Aplicações Diretas;301.767.025,00;291.767.025,00;272.766.632,00;229.584.330,16
**********Fonte: Tesouro Municipal;301.767.025,00;291.767.025,00;272.766.632,00;229.584.330,16
****Sub-Função: Assistência Hospitalar e Ambulatorial;270.308.419,00;317.478.818,91;292.564.091,44;259.501.031,46
*****Programa: Acesso à saúde e qualidade no atendimento - Fortalecimento de assistên;1.150.000,00;1.150.000,00;939.639,00;0,00
******Projeto/Atividade: Ampliação e Reforma de Equipamentos de Saúde;1.000.000,00;1.000.000,00;939.639,00;0,00
*******Elemento Econômico: Obras e Instalações;500.000,00;500.000,00;469.819,50;0,00
********Categoria da Despesa: Despesas de Capital;500.000,00;500.000,00;469.819,50;0,00
*********Modalidade da Despesa: Aplicações Diretas;500.000,00;500.000,00;469.819,50;0,00
**********Fonte: Tesouro Municipal;500.000,00;500.000,00;469.819,50;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;500.000,00;500.000,00;469.819,50;0,00
********Categoria da Despesa: Despesas de Capital;500.000,00;500.000,00;469.819,50;0,00
*********Modalidade da Despesa: Aplicações Diretas;500.000,00;500.000,00;469.819,50;0,00
**********Fonte: Tesouro Municipal;500.000,00;500.000,00;469.819,50;0,00
******Projeto/Atividade: E5288 - Reforma do Hospital do Tatuapé;50.000,00;50.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;50.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;0,00;0,00
******Projeto/Atividade: E5289 - Reforma do Hospital Mandaqui;50.000,00;50.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;50.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;0,00;0,00
******Projeto/Atividade: E5290 - Reforma do Hospital Tide Setúbal;50.000,00;50.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;50.000,00;50.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;50.000,00;50.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;50.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;0,00;0,00
*****Programa: Acesso à saúde e qualidade no atendimento - Integralidade da atenção;269.158.419,00;316.328.818,91;291.624.452,44;259.501.031,46
******Projeto/Atividade: Aquisição e Manutenção de Equipamentos para Hospital Mun. Dr. Cármino Caricchio - Hosp. Tatuapé;3.500.000,00;3.500.000,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;3.000.000,00;3.000.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;3.000.000,00;3.000.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;3.000.000,00;3.000.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;3.000.000,00;3.000.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;500.000,00;500.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;500.000,00;500.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;500.000,00;500.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;500.000,00;500.000,00;0,00;0,00
******Projeto/Atividade: Oper./Manut. Unidades Hospitalares, Pronto Socorros e  Pronto Atendimento;265.497.419,00;312.667.818,91;291.602.028,57;259.478.715,47
*******Elemento Econômico: Despesas de Exercícios Anteriores;0,00;32.724.934,37;32.687.325,28;32.687.325,10
********Categoria da Despesa: Despesas Correntes;0,00;32.724.934,37;32.687.325,28;32.687.325,10
*********Modalidade da Despesa: Aplicações Diretas;0,00;32.724.934,37;32.687.325,28;32.687.325,10
**********Fonte: Tesouro Municipal;0,00;748.296,91;748.296,86;748.296,86
**********Fonte: Transferências Federais;0,00;31.976.637,46;31.939.028,42;31.939.028,24
*******Elemento Econômico: Equipamentos e Material Permanente;2.494.922,00;5.144.922,00;448.764,41;421.264,41
********Categoria da Despesa: Despesas de Capital;2.494.922,00;5.144.922,00;448.764,41;421.264,41
*********Modalidade da Despesa: Aplicações Diretas;2.494.922,00;5.144.922,00;448.764,41;421.264,41
**********Fonte: Recursos Próprios da Administração Indireta;994.922,00;994.922,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.500.000,00;2.150.000,00;448.764,41;421.264,41
**********Fonte: Transferências Federais;0,00;2.000.000,00;0,00;0,00
*******Elemento Econômico: Locação de Mão-de-Obra;14.403.000,00;1.073.000,00;1.040.714,53;1.040.714,53
********Categoria da Despesa: Despesas Correntes;14.403.000,00;1.073.000,00;1.040.714,53;1.040.714,53
*********Modalidade da Despesa: Aplicações Diretas;14.403.000,00;1.073.000,00;1.040.714,53;1.040.714,53
**********Fonte: Tesouro Municipal;14.403.000,00;1.073.000,00;1.040.714,53;1.040.714,53
*******Elemento Econômico: Material de Consumo;8.499.007,00;80.049.007,00;74.553.744,47;58.717.686,91
********Categoria da Despesa: Despesas Correntes;8.499.007,00;80.049.007,00;74.553.744,47;58.717.686,91
*********Modalidade da Despesa: Aplicações Diretas;8.499.007,00;80.049.007,00;74.553.744,47;58.717.686,91
**********Fonte: Tesouro Municipal;8.499.007,00;9.049.007,00;8.769.119,89;7.775.399,64
**********Fonte: Transferências Federais;0,00;71.000.000,00;65.784.624,58;50.942.287,27
*******Elemento Econômico: Outros Auxílios Financeiros a Pessoas Físicas;165.375,00;95.375,00;89.808,60;89.808,60
********Categoria da Despesa: Despesas Correntes;165.375,00;95.375,00;89.808,60;89.808,60
*********Modalidade da Despesa: Aplicações Diretas;165.375,00;95.375,00;89.808,60;89.808,60
**********Fonte: Tesouro Municipal;165.375,00;95.375,00;89.808,60;89.808,60
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;1.091.000,00;341.000,00;307.990,29;307.990,29
********Categoria da Despesa: Despesas Correntes;1.091.000,00;341.000,00;307.990,29;307.990,29
*********Modalidade da Despesa: Aplicações Diretas;1.091.000,00;341.000,00;307.990,29;307.990,29
**********Fonte: Tesouro Municipal;1.091.000,00;341.000,00;307.990,29;307.990,29
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;217.692.497,00;172.628.462,54;162.574.778,23;150.061.214,31
********Categoria da Despesa: Despesas Correntes;217.692.497,00;172.628.462,54;162.574.778,23;150.061.214,31
*********Modalidade da Despesa: Aplicações Diretas;217.692.497,00;172.628.462,54;162.574.778,23;150.061.214,31
**********Fonte: Recursos Próprios da Administração Indireta;490.100,00;490.100,00;228.636,67;140.000,00
**********Fonte: Tesouro Municipal;98.270.000,00;110.579.000,00;109.570.582,25;104.196.434,31
**********Fonte: Transferências Federais;118.932.397,00;61.559.362,54;52.775.559,31;45.724.780,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;21.120.000,00;20.606.500,00;19.895.724,82;16.149.533,38
********Categoria da Despesa: Despesas Correntes;21.120.000,00;20.606.500,00;19.895.724,82;16.149.533,38
*********Modalidade da Despesa: Transferências a Instituições Privadas sem fins Lucrativos;21.120.000,00;20.606.500,00;19.895.724,82;16.149.533,38
**********Fonte: Tesouro Municipal;21.120.000,00;20.606.500,00;19.895.724,82;16.149.533,38
*******Elemento Econômico: Passagens e Despesas com Locomoção;31.618,00;4.618,00;3.177,94;3.177,94
********Categoria da Despesa: Despesas Correntes;31.618,00;4.618,00;3.177,94;3.177,94
*********Modalidade da Despesa: Aplicações Diretas;31.618,00;4.618,00;3.177,94;3.177,94
**********Fonte: Tesouro Municipal;31.618,00;4.618,00;3.177,94;3.177,94
******Projeto/Atividade: Projeto Sentinela;161.000,00;161.000,00;22.423,87;22.315,99
*******Elemento Econômico: Diárias - Civil;8.000,00;8.000,00;2.416,38;2.416,38
********Categoria da Despesa: Despesas Correntes;8.000,00;8.000,00;2.416,38;2.416,38
*********Modalidade da Despesa: Aplicações Diretas;8.000,00;8.000,00;2.416,38;2.416,38
**********Fonte: Transferências Federais;8.000,00;8.000,00;2.416,38;2.416,38
*******Elemento Econômico: Equipamentos e Material Permanente;85.000,00;85.000,00;360,00;360,00
********Categoria da Despesa: Despesas de Capital;85.000,00;85.000,00;360,00;360,00
*********Modalidade da Despesa: Aplicações Diretas;85.000,00;85.000,00;360,00;360,00
**********Fonte: Transferências Federais;85.000,00;85.000,00;360,00;360,00
*******Elemento Econômico: Material de Consumo;20.000,00;20.000,00;2.205,00;2.205,00
********Categoria da Despesa: Despesas Correntes;20.000,00;20.000,00;2.205,00;2.205,00
*********Modalidade da Despesa: Aplicações Diretas;20.000,00;20.000,00;2.205,00;2.205,00
**********Fonte: Transferências Federais;20.000,00;20.000,00;2.205,00;2.205,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;40.000,00;40.000,00;15.665,13;15.665,13
********Categoria da Despesa: Despesas Correntes;40.000,00;40.000,00;15.665,13;15.665,13
*********Modalidade da Despesa: Aplicações Diretas;40.000,00;40.000,00;15.665,13;15.665,13
**********Fonte: Transferências Federais;40.000,00;40.000,00;15.665,13;15.665,13
*******Elemento Econômico: Passagens e Despesas com Locomoção;8.000,00;8.000,00;1.777,36;1.669,48
********Categoria da Despesa: Despesas Correntes;8.000,00;8.000,00;1.777,36;1.669,48
*********Modalidade da Despesa: Aplicações Diretas;8.000,00;8.000,00;1.777,36;1.669,48
**********Fonte: Transferências Federais;8.000,00;8.000,00;1.777,36;1.669,48
****Sub-Função: Tecnologia da Informação;17.353.000,00;16.853.000,00;16.669.928,29;14.926.666,14
*****Programa: Sistema de informação e processamento de dados;17.353.000,00;16.853.000,00;16.669.928,29;14.926.666,14
******Projeto/Atividade: Implantação e Operação de Sistemas de Informação e Comunicação;17.353.000,00;16.853.000,00;16.669.928,29;14.926.666,14
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;17.353.000,00;16.853.000,00;16.669.928,29;14.926.666,14
********Categoria da Despesa: Despesas Correntes;17.353.000,00;16.853.000,00;16.669.928,29;14.926.666,14
*********Modalidade da Despesa: Aplicações Diretas;17.353.000,00;16.853.000,00;16.669.928,29;14.926.666,14
**********Fonte: Tesouro Municipal;17.353.000,00;16.853.000,00;16.669.928,29;14.926.666,14
*Orgão: Autoridade Municipal de Limpeza Urbana/Fundo Munic.de Limpeza Urbana;10.000,00;10.000,00;0,00;0,00
**Unidade: Autoridade Municipal de Limpeza Urbana/Fundo Munic.de Limpeza Urbana;10.000,00;10.000,00;0,00;0,00
***Função: Urbanismo;10.000,00;10.000,00;0,00;0,00
****Sub-Função: Serviços Urbanos;10.000,00;10.000,00;0,00;0,00
*****Programa: Gestão adequada dos resíduos sólidos;10.000,00;10.000,00;0,00;0,00
******Projeto/Atividade: Implementação da Autoridade Municipal de Limpeza Urbana/FMLU;10.000,00;10.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;10.000,00;10.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;10.000,00;10.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000,00;10.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;10.000,00;10.000,00;0,00;0,00
*Orgão: Camara Municipal;453.429.761,00;433.429.761,00;336.850.567,50;287.558.145,08
**Unidade: Câmara Municipal;444.307.761,00;424.307.761,00;331.206.258,70;284.122.000,00
***Função: Legislativa;444.307.761,00;424.307.761,00;331.206.258,70;284.122.000,00
****Sub-Função: Ação Legislativa;404.828.636,00;384.828.636,00;298.456.258,70;260.102.000,00
*****Programa: Processo Legislativo;373.028.636,00;373.028.636,00;296.796.000,00;260.102.000,00
******Projeto/Atividade: Administração da Câmara Municipal de São Paulo;373.028.636,00;373.028.636,00;296.796.000,00;260.102.000,00
*******Elemento Econômico: Auxílio-Transporte;600.000,00;600.000,00;600.000,00;560.000,00
********Categoria da Despesa: Despesas Correntes;600.000,00;600.000,00;600.000,00;560.000,00
*********Modalidade da Despesa: Aplicações Diretas;600.000,00;600.000,00;600.000,00;560.000,00
**********Fonte: Tesouro Municipal;600.000,00;600.000,00;600.000,00;560.000,00
*******Elemento Econômico: Despesas de Exercícios Anteriores;100.000,00;100.000,00;100.000,00;16.000,00
********Categoria da Despesa: Despesas Correntes;100.000,00;100.000,00;100.000,00;16.000,00
*********Modalidade da Despesa: Aplicações Diretas;100.000,00;100.000,00;100.000,00;16.000,00
**********Fonte: Tesouro Municipal;100.000,00;100.000,00;100.000,00;16.000,00
*******Elemento Econômico: Despesas de Exercícios Anteriores;4.191.349,00;2.611.349,00;330.000,00;330.000,00
********Categoria da Despesa: Despesas Correntes;4.191.349,00;2.611.349,00;330.000,00;330.000,00
*********Modalidade da Despesa: Aplicações Diretas;4.191.349,00;2.611.349,00;330.000,00;330.000,00
**********Fonte: Tesouro Municipal;4.191.349,00;2.611.349,00;330.000,00;330.000,00
*******Elemento Econômico: Diárias - Civil;50.000,00;50.000,00;30.000,00;30.000,00
********Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;30.000,00;30.000,00
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;50.000,00;30.000,00;30.000,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;30.000,00;30.000,00
*******Elemento Econômico: Equipamentos e Material Permanente;2.002.098,00;2.002.098,00;1.200.000,00;300.000,00
********Categoria da Despesa: Despesas de Capital;2.002.098,00;2.002.098,00;1.200.000,00;300.000,00
*********Modalidade da Despesa: Aplicações Diretas;2.002.098,00;2.002.098,00;1.200.000,00;300.000,00
**********Fonte: Tesouro Municipal;2.002.098,00;2.002.098,00;1.200.000,00;300.000,00
*******Elemento Econômico: Indenizações e Restituições;8.000.000,00;8.000.000,00;6.000.000,00;3.750.000,00
********Categoria da Despesa: Despesas Correntes;8.000.000,00;8.000.000,00;6.000.000,00;3.750.000,00
*********Modalidade da Despesa: Aplicações Diretas;8.000.000,00;8.000.000,00;6.000.000,00;3.750.000,00
**********Fonte: Tesouro Municipal;8.000.000,00;8.000.000,00;6.000.000,00;3.750.000,00
*******Elemento Econômico: Indenizações Trabalhistas;1.500.000,00;3.000.000,00;3.000.000,00;1.700.000,00
********Categoria da Despesa: Despesas Correntes;1.500.000,00;3.000.000,00;3.000.000,00;1.700.000,00
*********Modalidade da Despesa: Aplicações Diretas;1.500.000,00;3.000.000,00;3.000.000,00;1.700.000,00
**********Fonte: Tesouro Municipal;1.500.000,00;3.000.000,00;3.000.000,00;1.700.000,00
*******Elemento Econômico: Locação de Mão-de-Obra;7.006.159,00;7.006.159,00;5.500.000,00;4.300.000,00
********Categoria da Despesa: Despesas Correntes;7.006.159,00;7.006.159,00;5.500.000,00;4.300.000,00
*********Modalidade da Despesa: Aplicações Diretas;7.006.159,00;7.006.159,00;5.500.000,00;4.300.000,00
**********Fonte: Tesouro Municipal;7.006.159,00;7.006.159,00;5.500.000,00;4.300.000,00
*******Elemento Econômico: Material de Consumo;3.945.861,00;3.945.861,00;1.650.000,00;1.350.000,00
********Categoria da Despesa: Despesas Correntes;3.945.861,00;3.945.861,00;1.650.000,00;1.350.000,00
*********Modalidade da Despesa: Aplicações Diretas;3.945.861,00;3.945.861,00;1.650.000,00;1.350.000,00
**********Fonte: Tesouro Municipal;3.945.861,00;3.945.861,00;1.650.000,00;1.350.000,00
*******Elemento Econômico: Material de Distribuição Gratuita;20.000,00;20.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;20.000,00;20.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;20.000,00;20.000,00;0,00;0,00
**********Fonte: Tesouro Municipal;20.000,00;20.000,00;0,00;0,00
*******Elemento Econômico: Obrigações Patronais;32.117.750,00;32.117.750,00;25.000.000,00;21.200.000,00
********Categoria da Despesa: Despesas Correntes;32.117.750,00;32.117.750,00;25.000.000,00;21.200.000,00
*********Modalidade da Despesa: Aplicações Diretas;32.117.750,00;32.117.750,00;25.000.000,00;21.200.000,00
**********Fonte: Tesouro Municipal;32.117.750,00;32.117.750,00;25.000.000,00;21.200.000,00
*******Elemento Econômico: Obrigações Patronais - RPPS;22.034.595,00;22.034.595,00;19.800.000,00;15.600.000,00
********Categoria da Despesa: Despesas Correntes;22.034.595,00;22.034.595,00;19.800.000,00;15.600.000,00
*********Modalidade da Despesa: Apl.Dir.Dec.Op. entre Órgãos,Fundos e Ent.Int.Orç.Fiscal e Seg.Social;22.034.595,00;22.034.595,00;19.800.000,00;15.600.000,00
**********Fonte: Tesouro Municipal;22.034.595,00;22.034.595,00;19.800.000,00;15.600.000,00
*******Elemento Econômico: Outros Benefícios Assistenciais;400.000,00;480.000,00;400.000,00;400.000,00
********Categoria da Despesa: Despesas Correntes;400.000,00;480.000,00;400.000,00;400.000,00
*********Modalidade da Despesa: Aplicações Diretas;400.000,00;480.000,00;400.000,00;400.000,00
**********Fonte: Tesouro Municipal;400.000,00;480.000,00;400.000,00;400.000,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;50.000,00;50.000,00;20.000,00;20.000,00
********Categoria da Despesa: Despesas Correntes;50.000,00;50.000,00;20.000,00;20.000,00
*********Modalidade da Despesa: Aplicações Diretas;50.000,00;50.000,00;20.000,00;20.000,00
**********Fonte: Tesouro Municipal;50.000,00;50.000,00;20.000,00;20.000,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;58.030.091,00;58.030.091,00;25.000.000,00;20.400.000,00
********Categoria da Despesa: Despesas Correntes;58.030.091,00;58.030.091,00;25.000.000,00;20.400.000,00
*********Modalidade da Despesa: Aplicações Diretas;58.030.091,00;58.030.091,00;25.000.000,00;20.400.000,00
**********Fonte: Tesouro Municipal;58.030.091,00;58.030.091,00;25.000.000,00;20.400.000,00
*******Elemento Econômico: Passagens e Despesas com Locomoção;64.000,00;64.000,00;44.000,00;44.000,00
********Categoria da Despesa: Despesas Correntes;64.000,00;64.000,00;44.000,00;44.000,00
*********Modalidade da Despesa: Aplicações Diretas;64.000,00;64.000,00;44.000,00;44.000,00
**********Fonte: Tesouro Municipal;64.000,00;64.000,00;44.000,00;44.000,00
*******Elemento Econômico: Premiações Culturais, Artísticas, Científicas, Desport. e Outras;79.166,00;79.166,00;70.000,00;50.000,00
********Categoria da Despesa: Despesas Correntes;79.166,00;79.166,00;70.000,00;50.000,00
*********Modalidade da Despesa: Aplicações Diretas;79.166,00;79.166,00;70.000,00;50.000,00
**********Fonte: Tesouro Municipal;79.166,00;79.166,00;70.000,00;50.000,00
*******Elemento Econômico: Salário Família;5.000,00;5.000,00;2.000,00;2.000,00
********Categoria da Despesa: Despesas Correntes;5.000,00;5.000,00;2.000,00;2.000,00
*********Modalidade da Despesa: Aplicações Diretas;5.000,00;5.000,00;2.000,00;2.000,00
**********Fonte: Tesouro Municipal;5.000,00;5.000,00;2.000,00;2.000,00
*******Elemento Econômico: Serviços de Consultoria;2.328.868,00;2.328.868,00;50.000,00;50.000,00
********Categoria da Despesa: Despesas Correntes;2.328.868,00;2.328.868,00;50.000,00;50.000,00
*********Modalidade da Despesa: Aplicações Diretas;2.328.868,00;2.328.868,00;50.000,00;50.000,00
**********Fonte: Tesouro Municipal;2.328.868,00;2.328.868,00;50.000,00;50.000,00
*******Elemento Econômico: Vencimentos e Vantagens Fixas - Pessoal Civil;230.503.699,00;230.503.699,00;208.000.000,00;190.000.000,00
********Categoria da Despesa: Despesas Correntes;230.503.699,00;230.503.699,00;208.000.000,00;190.000.000,00
*********Modalidade da Despesa: Aplicações Diretas;230.503.699,00;230.503.699,00;208.000.000,00;190.000.000,00
**********Fonte: Tesouro Municipal;230.503.699,00;230.503.699,00;208.000.000,00;190.000.000,00
*****Programa: Suporte administrativo;31.800.000,00;11.800.000,00;1.660.258,70;0,00
******Projeto/Atividade: Construção de Edificações da Câmara Municipal de São Paulo;21.200.000,00;6.200.000,00;734.640,87;0,00
*******Elemento Econômico: Obras e Instalações;10.000.000,00;5.000.000,00;734.640,87;0,00
********Categoria da Despesa: Despesas de Capital;10.000.000,00;5.000.000,00;734.640,87;0,00
*********Modalidade da Despesa: Aplicações Diretas;10.000.000,00;5.000.000,00;734.640,87;0,00
**********Fonte: Tesouro Municipal;10.000.000,00;5.000.000,00;734.640,87;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;11.200.000,00;1.200.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;11.200.000,00;1.200.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;11.200.000,00;1.200.000,00;0,00;0,00
